State,Year,Crop,Area,Production
Madhya Pradesh,1999,Onion,1074,12815
Madhya Pradesh,1999,Potato,19703,256523
Madhya Pradesh,2000,Bajra,13,10
Madhya Pradesh,2000,Jowar,476,671
Madhya Pradesh,2000,Rice,31,16
Madhya Pradesh,2000,Wheat,50606,87299
Madhya Pradesh,2000,Onion,644,9154
Madhya Pradesh,2001,Jowar,1081,1014
Madhya Pradesh,2001,Rice,29,16
Madhya Pradesh,2001,Wheat,83862,115903
Madhya Pradesh,2001,Onion,744,9072
Madhya Pradesh,2001,Potato,10653,140019
Madhya Pradesh,2002,Bajra,1,1
Madhya Pradesh,2002,Jowar,1652,1871
Madhya Pradesh,2002,Rice,25,12
Madhya Pradesh,2002,Wheat,66889,104606
Madhya Pradesh,2002,Onion,900,10543
Madhya Pradesh,2002,Potato,12384,152596
Madhya Pradesh,2002,Tomato,395,0
Madhya Pradesh,2003,Bajra,1,2
Madhya Pradesh,2003,Jowar,5059,6597
Madhya Pradesh,2003,Rice,29,19
Madhya Pradesh,2003,Wheat,116120,287193
Madhya Pradesh,2003,Onion,1368,17494
Madhya Pradesh,2003,Potato,13202,212025
Madhya Pradesh,2003,Tomato,505,0
Madhya Pradesh,2004,Jowar,1818,2221
Madhya Pradesh,2004,Rice,28,14
Madhya Pradesh,2004,Wheat,117169,304862
Madhya Pradesh,2004,Onion,1400,17873
Madhya Pradesh,2004,Potato,12590,193565
Madhya Pradesh,2005,Jowar,425,560
Madhya Pradesh,2005,Rice,20,10
Madhya Pradesh,2005,Wheat,62048,93673
Madhya Pradesh,2005,Onion,1402,17113
Madhya Pradesh,2005,Potato,13266,175748
Madhya Pradesh,2006,Jowar,429,572
Madhya Pradesh,2006,Rice,22,12
Madhya Pradesh,2006,Wheat,132337,332631
Madhya Pradesh,2006,Onion,1403,22968
Madhya Pradesh,2006,Potato,14909,195964
Madhya Pradesh,2007,Jowar,406,643
Madhya Pradesh,2007,Rice,20,11
Madhya Pradesh,2007,Wheat,126748,244343
Madhya Pradesh,2007,Onion,1825,21323
Madhya Pradesh,2007,Potato,18738,269665
Madhya Pradesh,2008,Jowar,307,452
Madhya Pradesh,2008,Rice,11,7
Madhya Pradesh,2008,Wheat,57927,134431
Madhya Pradesh,2008,Onion,1680,21127
Madhya Pradesh,2008,Potato,16482,211865
Madhya Pradesh,2009,Jowar,362,604
Madhya Pradesh,2009,Onion,4622,60237
Madhya Pradesh,2009,Potato,17280,235280
Madhya Pradesh,2009,Rice,3,2
Madhya Pradesh,2009,Wheat,101511,220142
Madhya Pradesh,2010,Jowar,238,491
Madhya Pradesh,2010,Rice,5,5
Madhya Pradesh,2010,Wheat,107884,271277
Madhya Pradesh,2010,Onion,2513,37533
Madhya Pradesh,2010,Potato,21908,155782
Madhya Pradesh,2011,Jowar,154,269
Madhya Pradesh,2011,Rice,3,3
Madhya Pradesh,2011,Wheat,113426,511291
Madhya Pradesh,2011,Onion,2740,43728
Madhya Pradesh,2011,Potato,21930,311346
Madhya Pradesh,2012,Jowar,196,369
Madhya Pradesh,2012,Rice,4,4
Madhya Pradesh,2012,Wheat,118434,582817
Madhya Pradesh,2012,Onion,2770,43892
Madhya Pradesh,2012,Potato,20425,256196
Madhya Pradesh,2013,Jowar,181,212
Madhya Pradesh,2013,Rice,5,2
Madhya Pradesh,2013,Wheat,115881,347108
Madhya Pradesh,2013,Onion,2623,35599
Madhya Pradesh,2013,Potato,20124,215885
Madhya Pradesh,1997,Jowar,8200,5800
Madhya Pradesh,1997,Wheat,185800,169100
Madhya Pradesh,1998,Jowar,3800,4000
Madhya Pradesh,1998,Rice,56100,28800
Madhya Pradesh,1998,Wheat,104500,136500
Madhya Pradesh,1999,Bajra,30,28
Madhya Pradesh,1999,Jowar,3911,4042
Madhya Pradesh,1999,Rice,54257,63439
Madhya Pradesh,1999,Wheat,103895,157928
Madhya Pradesh,1999,Onion,231,4528
Madhya Pradesh,1999,Potato,323,4035
Madhya Pradesh,2000,Bajra,32,25
Madhya Pradesh,2000,Jowar,4246,3551
Madhya Pradesh,2000,Rice,56193,30982
Madhya Pradesh,2000,Wheat,94420,133850
Madhya Pradesh,2000,Onion,240,6004
Madhya Pradesh,2001,Bajra,14,17
Madhya Pradesh,2001,Jowar,4588,5624
Madhya Pradesh,2001,Rice,61330,54828
Madhya Pradesh,2001,Jowar,1,2
Madhya Pradesh,2001,Wheat,88067,141376
Madhya Pradesh,2001,Onion,266,6744
Madhya Pradesh,2001,Potato,313,4841
Madhya Pradesh,2002,Jowar,4114,4462
Madhya Pradesh,2002,Rice,61466,48730
Madhya Pradesh,2002,Wheat,79443,116877
Madhya Pradesh,2002,Onion,218,5442
Madhya Pradesh,2002,Potato,338,4963
Madhya Pradesh,2002,Tomato,878,0
Madhya Pradesh,2003,Jowar,4268,5330
Madhya Pradesh,2003,Rice,67396,78545
Madhya Pradesh,2003,Wheat,84207,154641
Madhya Pradesh,2003,Onion,220,5829
Madhya Pradesh,2003,Potato,322,5265
Madhya Pradesh,2003,Tomato,1255,0
Madhya Pradesh,2004,Jowar,4535,7778
Madhya Pradesh,2004,Rice,70140,78462
Madhya Pradesh,2004,Wheat,85282,156316
Madhya Pradesh,2004,Onion,258,7962
Madhya Pradesh,2004,Potato,320,6584
Madhya Pradesh,2005,Bajra,5,6
Madhya Pradesh,2005,Jowar,3210,4360
Madhya Pradesh,2005,Rice,58519,52292
Madhya Pradesh,2005,Wheat,85252,183590
Madhya Pradesh,2005,Onion,292,9576
Madhya Pradesh,2005,Potato,350,6811
Madhya Pradesh,2006,Bajra,6,8
Madhya Pradesh,2006,Jowar,2922,4513
Madhya Pradesh,2006,Rice,64184,53470
Madhya Pradesh,2006,Wheat,87879,184970
Madhya Pradesh,2006,Onion,197,6914
Madhya Pradesh,2006,Potato,395,7627
Madhya Pradesh,2007,Bajra,8,7
Madhya Pradesh,2007,Jowar,2683,2684
Madhya Pradesh,2007,Rice,65761,43209
Madhya Pradesh,2007,Wheat,85511,126551
Madhya Pradesh,2007,Onion,519,12761
Madhya Pradesh,2007,Potato,601,5772
Madhya Pradesh,2008,Bajra,27,40
Madhya Pradesh,2008,Jowar,2758,4595
Madhya Pradesh,2008,Rice,67404,55256
Madhya Pradesh,2008,Wheat,92330,171450
Madhya Pradesh,2008,Onion,246,5610
Madhya Pradesh,2008,Potato,304,4920
Madhya Pradesh,2009,Jowar,2613,3831
Madhya Pradesh,2009,Bajra,5,7
Madhya Pradesh,2009,Onion,270,6466
Madhya Pradesh,2009,Potato,280,3629
Madhya Pradesh,2009,Rice,65580,46546
Madhya Pradesh,2009,Wheat,95395,158625
Madhya Pradesh,2010,Jowar,2166,5633
Madhya Pradesh,2010,Rice,67596,83587
Madhya Pradesh,2010,Wheat,95775,280496
Madhya Pradesh,2010,Onion,307,9689
Madhya Pradesh,2010,Potato,305,5127
Madhya Pradesh,2011,Jowar,1685,2751
Madhya Pradesh,2011,Rice,72237,93156
Madhya Pradesh,2011,Wheat,100107,243281
Madhya Pradesh,2011,Onion,330,12559
Madhya Pradesh,2011,Potato,375,6888
Madhya Pradesh,2012,Jowar,1432,3052
Madhya Pradesh,2012,Rice,81619,169606
Madhya Pradesh,2012,Wheat,109232,299369
Madhya Pradesh,2012,Onion,294,11672
Madhya Pradesh,2012,Potato,334,5541
Madhya Pradesh,2013,Bajra,1,1
Madhya Pradesh,2013,Jowar,1434,2347
Madhya Pradesh,2013,Rice,81546,76621
Madhya Pradesh,2013,Wheat,119710,332705
Madhya Pradesh,2013,Onion,164,5063
Madhya Pradesh,2013,Potato,229,3254
Madhya Pradesh,1997,Bajra,15100,6700
Madhya Pradesh,1997,Jowar,16400,10700
Madhya Pradesh,1997,Jowar,1600,1100
Madhya Pradesh,1997,Wheat,49800,92500
Madhya Pradesh,1998,Bajra,14700,6000
Madhya Pradesh,1998,Jowar,15100,11700
Madhya Pradesh,1998,Rice,27200,11300
Madhya Pradesh,1998,Jowar,2600,1900
Madhya Pradesh,1998,Wheat,51400,99500
Madhya Pradesh,1999,Bajra,14667,6522
Madhya Pradesh,1999,Jowar,13627,7014
Madhya Pradesh,1999,Rice,25177,17517
Madhya Pradesh,1999,Jowar,4131,2755
Madhya Pradesh,1999,Wheat,13875,25004
Madhya Pradesh,1999,Onion,180,1564
Madhya Pradesh,1999,Potato,17,153
Madhya Pradesh,2000,Bajra,15974,3863
Madhya Pradesh,2000,Jowar,14186,5194
Madhya Pradesh,2000,Rice,23661,3238
Madhya Pradesh,2000,Jowar,372,149
Madhya Pradesh,2000,Wheat,1482,1220
Madhya Pradesh,2000,Onion,46,242
Madhya Pradesh,2001,Bajra,16779,7213
Madhya Pradesh,2001,Jowar,17251,10024
Madhya Pradesh,2001,Rice,22539,4557
Madhya Pradesh,2001,Jowar,1609,1121
Madhya Pradesh,2001,Wheat,11027,18093
Madhya Pradesh,2001,Onion,135,1253
Madhya Pradesh,2001,Potato,6,56
Madhya Pradesh,2002,Bajra,17132,5716
Madhya Pradesh,2002,Jowar,17447,11356
Madhya Pradesh,2002,Rice,21777,9536
Madhya Pradesh,2002,Jowar,983,659
Madhya Pradesh,2002,Wheat,15748,26976
Madhya Pradesh,2002,Onion,195,2047
Madhya Pradesh,2002,Potato,9,84
Madhya Pradesh,2002,Tomato,579,0
Madhya Pradesh,2003,Bajra,17148,10328
Madhya Pradesh,2003,Jowar,18344,16271
Madhya Pradesh,2003,Rice,22368,14612
Madhya Pradesh,2003,Jowar,1075,1001
Madhya Pradesh,2003,Wheat,30272,53653
Madhya Pradesh,2003,Onion,280,2703
Madhya Pradesh,2003,Potato,15,192
Madhya Pradesh,2003,Tomato,757,0
Madhya Pradesh,2004,Bajra,17322,9705
Madhya Pradesh,2004,Jowar,17210,13317
Madhya Pradesh,2004,Rice,22712,12841
Madhya Pradesh,2004,Jowar,1346,1073
Madhya Pradesh,2004,Wheat,35183,56553
Madhya Pradesh,2004,Onion,307,3511
Madhya Pradesh,2004,Potato,10,135
Madhya Pradesh,2005,Bajra,17628,10944
Madhya Pradesh,2005,Jowar,18142,14434
Madhya Pradesh,2005,Rice,22504,10387
Madhya Pradesh,2005,Jowar,916,902
Madhya Pradesh,2005,Wheat,26757,48671
Madhya Pradesh,2005,Onion,279,3078
Madhya Pradesh,2005,Potato,10,121
Madhya Pradesh,2006,Bajra,17273,10077
Madhya Pradesh,2006,Jowar,16455,13455
Madhya Pradesh,2006,Rice,22890,10592
Madhya Pradesh,2006,Jowar,1143,1101
Madhya Pradesh,2006,Wheat,38616,70912
Madhya Pradesh,2006,Onion,268,3116
Madhya Pradesh,2006,Potato,16,250
Madhya Pradesh,2007,Bajra,16390,9890
Madhya Pradesh,2007,Jowar,17286,18779
Madhya Pradesh,2007,Rice,22820,12493
Madhya Pradesh,2007,Jowar,1259,1523
Madhya Pradesh,2007,Wheat,43194,77325
Madhya Pradesh,2007,Onion,303,3048
Madhya Pradesh,2007,Potato,8,90
Madhya Pradesh,2008,Bajra,6,5
Madhya Pradesh,2008,Jowar,3256,3341
Madhya Pradesh,2008,Rice,14190,7742
Madhya Pradesh,2008,Wheat,18787,33627
Madhya Pradesh,2008,Onion,177,1753
Madhya Pradesh,2008,Potato,5,50
Madhya Pradesh,2009,Jowar,3313,3141
Madhya Pradesh,2009,Jowar,1,
Madhya Pradesh,2009,Bajra,4,3
Madhya Pradesh,2009,Onion,242,2560
Madhya Pradesh,2009,Potato,4,40
Madhya Pradesh,2009,Rice,13216,4965
Madhya Pradesh,2009,Wheat,23901,44554
Madhya Pradesh,2010,Bajra,8,5
Madhya Pradesh,2010,Jowar,3246,3853
Madhya Pradesh,2010,Rice,12791,8373
Madhya Pradesh,2010,Wheat,27515,51628
Madhya Pradesh,2010,Onion,241,2656
Madhya Pradesh,2010,Potato,11,109
Madhya Pradesh,2011,Bajra,5,3
Madhya Pradesh,2011,Jowar,2990,2949
Madhya Pradesh,2011,Rice,12137,8569
Madhya Pradesh,2011,Jowar,1,
Madhya Pradesh,2011,Wheat,30438,65451
Madhya Pradesh,2011,Onion,278,3683
Madhya Pradesh,2011,Potato,14,144
Madhya Pradesh,2012,Bajra,6,3
Madhya Pradesh,2012,Jowar,2969,3552
Madhya Pradesh,2012,Rice,11896,5784
Madhya Pradesh,2012,Wheat,39065,108169
Madhya Pradesh,2012,Onion,302,4305
Madhya Pradesh,2012,Potato,9,95
Madhya Pradesh,2013,Bajra,3,4
Madhya Pradesh,2013,Jowar,2606,3182
Madhya Pradesh,2013,Rice,11867,19964
Madhya Pradesh,2013,Jowar,1,1
Madhya Pradesh,2013,Wheat,44031,122255
Madhya Pradesh,2013,Onion,339,5142
Madhya Pradesh,2013,Potato,18,228
Madhya Pradesh,1998,Jowar,4100,4200
Madhya Pradesh,1998,Rice,109300,55600
Madhya Pradesh,1998,Wheat,81800,104900
Madhya Pradesh,1999,Jowar,4247,4137
Madhya Pradesh,1999,Rice,110408,109984
Madhya Pradesh,1999,Wheat,84646,95486
Madhya Pradesh,1999,Onion,245,3708
Madhya Pradesh,1999,Potato,495,4676
Madhya Pradesh,2000,Jowar,4096,2378
Madhya Pradesh,2000,Rice,108100,41027
Madhya Pradesh,2000,Wheat,59869,62021
Madhya Pradesh,2000,Onion,240,4028
Madhya Pradesh,2001,Jowar,3817,3100
Madhya Pradesh,2001,Rice,111410,90071
Madhya Pradesh,2001,Wheat,71008,79090
Madhya Pradesh,2001,Onion,275,5056
Madhya Pradesh,2001,Potato,575,6979
Madhya Pradesh,2002,Jowar,3845,1999
Madhya Pradesh,2002,Rice,108635,47802
Madhya Pradesh,2002,Wheat,69528,53155
Madhya Pradesh,2002,Onion,306,7641
Madhya Pradesh,2002,Potato,688,6566
Madhya Pradesh,2002,Tomato,235,0
Madhya Pradesh,2003,Jowar,3581,3431
Madhya Pradesh,2003,Rice,110762,95821
Madhya Pradesh,2003,Wheat,73037,86549
Madhya Pradesh,2003,Onion,332,5108
Madhya Pradesh,2003,Potato,670,7682
Madhya Pradesh,2003,Tomato,316,0
Madhya Pradesh,2004,Jowar,3260,2927
Madhya Pradesh,2004,Rice,110380,84359
Madhya Pradesh,2004,Wheat,71167,75370
Madhya Pradesh,2004,Onion,417,8164
Madhya Pradesh,2004,Potato,665,7538
Madhya Pradesh,2005,Bajra,2,1
Madhya Pradesh,2005,Jowar,2688,2302
Madhya Pradesh,2005,Rice,110440,93612
Madhya Pradesh,2005,Wheat,71304,72068
Madhya Pradesh,2005,Onion,474,7485
Madhya Pradesh,2005,Potato,733,7128
Madhya Pradesh,2006,Jowar,4077,2026
Madhya Pradesh,2006,Rice,109223,50235
Madhya Pradesh,2006,Wheat,56221,41377
Madhya Pradesh,2006,Onion,445,12188
Madhya Pradesh,2006,Potato,750,5863
Madhya Pradesh,2007,Jowar,2279,1145
Madhya Pradesh,2007,Rice,87970,37855
Madhya Pradesh,2007,Wheat,44918,39595
Madhya Pradesh,2007,Onion,450,4585
Madhya Pradesh,2007,Potato,662,4858
Madhya Pradesh,2008,Jowar,2633,2343
Madhya Pradesh,2008,Rice,105865,101787
Madhya Pradesh,2008,Wheat,65389,74323
Madhya Pradesh,2008,Onion,480,6118
Madhya Pradesh,2008,Potato,835,7335
Madhya Pradesh,2009,Jowar,1804,1292
Madhya Pradesh,2009,Onion,549,7662
Madhya Pradesh,2009,Potato,661,4738
Madhya Pradesh,2009,Rice,69608,32269
Madhya Pradesh,2009,Wheat,66642,70815
Madhya Pradesh,2010,Jowar,2386,2377
Madhya Pradesh,2010,Rice,83507,71370
Madhya Pradesh,2010,Wheat,66945,59027
Madhya Pradesh,2010,Onion,546,6796
Madhya Pradesh,2010,Potato,1023,3864
Madhya Pradesh,2011,Bajra,1,
Madhya Pradesh,2011,Jowar,1880,1382
Madhya Pradesh,2011,Rice,94215,119906
Madhya Pradesh,2011,Wheat,81114,199357
Madhya Pradesh,2011,Onion,556,9551
Madhya Pradesh,2011,Potato,976,7160
Madhya Pradesh,2012,Bajra,1,3
Madhya Pradesh,2012,Jowar,2391,2416
Madhya Pradesh,2012,Rice,100509,123295
Madhya Pradesh,2012,Wheat,91899,259726
Madhya Pradesh,2012,Onion,958,18450
Madhya Pradesh,2012,Potato,1340,15084
Madhya Pradesh,2013,Jowar,2332,2583
Madhya Pradesh,2013,Rice,107140,287742
Madhya Pradesh,2013,Wheat,98949,214084
Madhya Pradesh,2013,Onion,1007,26564
Madhya Pradesh,2013,Potato,1349,19146
Madhya Pradesh,1997,Bajra,800,500
Madhya Pradesh,1997,Jowar,72300,77700
Madhya Pradesh,1997,Jowar,200,100
Madhya Pradesh,1997,Wheat,68300,112500
Madhya Pradesh,1998,Bajra,900,600
Madhya Pradesh,1998,Jowar,65800,65400
Madhya Pradesh,1998,Rice,24500,16500
Madhya Pradesh,1998,Jowar,100,100
Madhya Pradesh,1998,Wheat,73700,137400
Madhya Pradesh,1999,Bajra,1620,796
Madhya Pradesh,1999,Jowar,58125,65274
Madhya Pradesh,1999,Rice,23548,27228
Madhya Pradesh,1999,Jowar,160,145
Madhya Pradesh,1999,Wheat,80383,144226
Madhya Pradesh,1999,Onion,3529,76860
Madhya Pradesh,1999,Potato,341,2597
Madhya Pradesh,2000,Bajra,803,402
Madhya Pradesh,2000,Jowar,47319,30473
Madhya Pradesh,2000,Rice,23241,13742
Madhya Pradesh,2000,Jowar,112,56
Madhya Pradesh,2000,Wheat,24064,33140
Madhya Pradesh,2000,Onion,2225,42468
Madhya Pradesh,2001,Bajra,599,278
Madhya Pradesh,2001,Jowar,47863,51836
Madhya Pradesh,2001,Rice,22834,17533
Madhya Pradesh,2001,Jowar,173,146
Madhya Pradesh,2001,Wheat,44495,70938
Madhya Pradesh,2001,Onion,3104,65740
Madhya Pradesh,2001,Potato,88,1014
Madhya Pradesh,2002,Bajra,695,321
Madhya Pradesh,2002,Jowar,47605,75692
Madhya Pradesh,2002,Rice,20679,15657
Madhya Pradesh,2002,Jowar,121,192
Madhya Pradesh,2002,Wheat,57424,96583
Madhya Pradesh,2002,Onion,3551,87827
Madhya Pradesh,2002,Potato,277,3487
Madhya Pradesh,2002,Tomato,426,0
Madhya Pradesh,2003,Bajra,626,460
Madhya Pradesh,2003,Jowar,29602,26050
Madhya Pradesh,2003,Rice,15025,15792
Madhya Pradesh,2003,Jowar,16,18
Madhya Pradesh,2003,Wheat,54496,88078
Madhya Pradesh,2003,Onion,3872,72273
Madhya Pradesh,2003,Potato,316,3435
Madhya Pradesh,2003,Tomato,279,0
Madhya Pradesh,2004,Bajra,737,454
Madhya Pradesh,2004,Jowar,25826,20609
Madhya Pradesh,2004,Rice,12975,10536
Madhya Pradesh,2004,Jowar,18,16
Madhya Pradesh,2004,Wheat,56949,73506
Madhya Pradesh,2004,Onion,4656,115388
Madhya Pradesh,2004,Potato,370,4264
Madhya Pradesh,2005,Bajra,397,220
Madhya Pradesh,2005,Jowar,23805,13474
Madhya Pradesh,2005,Rice,12549,11092
Madhya Pradesh,2005,Jowar,10,10
Madhya Pradesh,2005,Wheat,54883,92834
Madhya Pradesh,2005,Onion,5568,145552
Madhya Pradesh,2005,Potato,394,4698
Madhya Pradesh,2006,Bajra,359,208
Madhya Pradesh,2006,Jowar,22421,23363
Madhya Pradesh,2006,Rice,10514,10606
Madhya Pradesh,2006,Jowar,2,2
Madhya Pradesh,2006,Wheat,60372,107787
Madhya Pradesh,2006,Onion,5110,156764
Madhya Pradesh,2006,Potato,406,5603
Madhya Pradesh,2007,Bajra,283,221
Madhya Pradesh,2007,Jowar,22021,28429
Madhya Pradesh,2007,Rice,10217,11532
Madhya Pradesh,2007,Wheat,64906,107889
Madhya Pradesh,2007,Onion,5557,168546
Madhya Pradesh,2007,Potato,431,4786
Madhya Pradesh,2008,Bajra,406,315
Madhya Pradesh,2008,Jowar,20738,26088
Madhya Pradesh,2008,Rice,9699,9985
Madhya Pradesh,2008,Jowar,3,4
Madhya Pradesh,2008,Wheat,65297,115626
Madhya Pradesh,2008,Onion,5447,167673
Madhya Pradesh,2008,Potato,350,3761
Madhya Pradesh,2009,Jowar,19107,17330
Madhya Pradesh,2009,Jowar,5,7
Madhya Pradesh,2009,Bajra,809,551
Madhya Pradesh,2009,Onion,6374,203329
Madhya Pradesh,2009,Potato,427,4187
Madhya Pradesh,2009,Rice,8559,6893
Madhya Pradesh,2009,Wheat,72002,120084
Madhya Pradesh,2010,Bajra,247,208
Madhya Pradesh,2010,Jowar,18029,23059
Madhya Pradesh,2010,Rice,6929,9188
Madhya Pradesh,2010,Jowar,1,2
Madhya Pradesh,2010,Wheat,82399,154778
Madhya Pradesh,2010,Onion,7560,220071
Madhya Pradesh,2010,Potato,508,5776
Madhya Pradesh,2011,Bajra,214,126
Madhya Pradesh,2011,Jowar,16813,21722
Madhya Pradesh,2011,Rice,7713,9257
Madhya Pradesh,2011,Jowar,2,3
Madhya Pradesh,2011,Wheat,90028,231552
Madhya Pradesh,2011,Onion,7801,242647
Madhya Pradesh,2011,Potato,461,5280
Madhya Pradesh,2012,Bajra,290,321
Madhya Pradesh,2012,Jowar,11399,21692
Madhya Pradesh,2012,Rice,4195,6215
Madhya Pradesh,2012,Wheat,105505,363043
Madhya Pradesh,2012,Onion,7742,239096
Madhya Pradesh,2012,Potato,428,4425
Madhya Pradesh,2013,Bajra,155,116
Madhya Pradesh,2013,Jowar,7336,11892
Madhya Pradesh,2013,Rice,3964,3009
Madhya Pradesh,2013,Wheat,117117,259063
Madhya Pradesh,2013,Onion,7312,294729
Madhya Pradesh,2013,Potato,428,4597
Madhya Pradesh,1997,Bajra,16100,5500
Madhya Pradesh,1997,Jowar,161400,193600
Madhya Pradesh,1997,Jowar,3400,2900
Madhya Pradesh,1997,Wheat,78200,140500
Madhya Pradesh,1998,Bajra,3100,1200
Madhya Pradesh,1998,Jowar,98700,110200
Madhya Pradesh,1998,Rice,7100,3000
Madhya Pradesh,1998,Wheat,59300,125000
Madhya Pradesh,1999,Bajra,2424,490
Madhya Pradesh,1999,Jowar,85873,60626
Madhya Pradesh,1999,Rice,6681,3323
Madhya Pradesh,1999,Wheat,57478,138067
Madhya Pradesh,1999,Onion,578,4072
Madhya Pradesh,1999,Potato,120,972
Madhya Pradesh,2000,Bajra,2243,631
Madhya Pradesh,2000,Jowar,78559,54441
Madhya Pradesh,2000,Rice,6151,1412
Madhya Pradesh,2000,Wheat,19985,38539
Madhya Pradesh,2000,Onion,359,2858
Madhya Pradesh,2001,Bajra,1772,537
Madhya Pradesh,2001,Jowar,81568,88664
Madhya Pradesh,2001,Rice,5920,2308
Madhya Pradesh,2001,Jowar,44,42
Madhya Pradesh,2001,Wheat,30624,73010
Madhya Pradesh,2001,Onion,412,3527
Madhya Pradesh,2001,Potato,133,1457
Madhya Pradesh,2002,Bajra,1796,489
Madhya Pradesh,2002,Jowar,80562,87168
Madhya Pradesh,2002,Rice,5569,2888
Madhya Pradesh,2002,Jowar,9,10
Madhya Pradesh,2002,Wheat,45635,121340
Madhya Pradesh,2002,Onion,651,5722
Madhya Pradesh,2002,Potato,179,1933
Madhya Pradesh,2002,Tomato,93,0
Madhya Pradesh,2003,Bajra,1698,680
Madhya Pradesh,2003,Jowar,77638,107994
Madhya Pradesh,2003,Rice,5307,3422
Madhya Pradesh,2003,Jowar,5,6
Madhya Pradesh,2003,Wheat,55985,149174
Madhya Pradesh,2003,Onion,759,5538
Madhya Pradesh,2003,Potato,174,1893
Madhya Pradesh,2003,Tomato,97,0
Madhya Pradesh,2004,Bajra,1558,542
Madhya Pradesh,2004,Jowar,74453,79516
Madhya Pradesh,2004,Rice,4912,2056
Madhya Pradesh,2004,Jowar,7,7
Madhya Pradesh,2004,Wheat,56161,126904
Madhya Pradesh,2004,Onion,791,6478
Madhya Pradesh,2004,Potato,189,2258
Madhya Pradesh,2005,Bajra,1529,556
Madhya Pradesh,2005,Jowar,70363,69519
Madhya Pradesh,2005,Rice,4348,1921
Madhya Pradesh,2005,Jowar,8,10
Madhya Pradesh,2005,Wheat,38817,81216
Madhya Pradesh,2005,Onion,733,5207
Madhya Pradesh,2005,Potato,74,740
Madhya Pradesh,2006,Bajra,1357,707
Madhya Pradesh,2006,Jowar,66012,75782
Madhya Pradesh,2006,Rice,3800,2273
Madhya Pradesh,2006,Wheat,62819,157695
Madhya Pradesh,2006,Onion,900,7523
Madhya Pradesh,2006,Potato,84,834
Madhya Pradesh,2007,Bajra,1398,679
Madhya Pradesh,2007,Jowar,63574,75971
Madhya Pradesh,2007,Rice,3541,2391
Madhya Pradesh,2007,Jowar,2,2
Madhya Pradesh,2007,Wheat,71111,181757
Madhya Pradesh,2007,Onion,1050,8207
Madhya Pradesh,2007,Potato,85,860
Madhya Pradesh,2008,Bajra,1213,534
Madhya Pradesh,2008,Jowar,58494,72942
Madhya Pradesh,2008,Rice,3226,2116
Madhya Pradesh,2008,Wheat,42385,98463
Madhya Pradesh,2008,Onion,510,3140
Madhya Pradesh,2008,Potato,57,400
Madhya Pradesh,2009,Jowar,54972,93013
Madhya Pradesh,2009,Jowar,1,2
Madhya Pradesh,2009,Bajra,1123,513
Madhya Pradesh,2009,Onion,1005,6412
Madhya Pradesh,2009,Potato,123,959
Madhya Pradesh,2009,Rice,3211,1731
Madhya Pradesh,2009,Wheat,82828,224946
Madhya Pradesh,2010,Bajra,1063,608
Madhya Pradesh,2010,Jowar,55929,85404
Madhya Pradesh,2010,Rice,2762,2211
Madhya Pradesh,2010,Jowar,2,2
Madhya Pradesh,2010,Wheat,92036,276617
Madhya Pradesh,2010,Onion,1192,9396
Madhya Pradesh,2010,Potato,54,480
Madhya Pradesh,2011,Bajra,1022,418
Madhya Pradesh,2011,Jowar,39190,53965
Madhya Pradesh,2011,Rice,2024,1711
Madhya Pradesh,2011,Wheat,88847,262543
Madhya Pradesh,2011,Onion,887,6592
Madhya Pradesh,2011,Potato,71,636
Madhya Pradesh,2012,Bajra,340,196
Madhya Pradesh,2012,Jowar,34562,61624
Madhya Pradesh,2012,Rice,1934,1256
Madhya Pradesh,2012,Jowar,8,14
Madhya Pradesh,2012,Wheat,101916,290562
Madhya Pradesh,2012,Onion,1113,11633
Madhya Pradesh,2012,Potato,50,422
Madhya Pradesh,2013,Bajra,409,205
Madhya Pradesh,2013,Jowar,31512,39106
Madhya Pradesh,2013,Rice,1735,803
Madhya Pradesh,2013,Jowar,1,1
Madhya Pradesh,2013,Wheat,125694,310087
Madhya Pradesh,2013,Onion,1519,5962
Madhya Pradesh,2013,Potato,71,583
Madhya Pradesh,1997,Jowar,400,200
Madhya Pradesh,1997,Wheat,76900,27100
Madhya Pradesh,1998,Jowar,200,200
Madhya Pradesh,1998,Rice,90100,42100
Madhya Pradesh,1998,Wheat,38900,37100
Madhya Pradesh,1999,Jowar,242,209
Madhya Pradesh,1999,Rice,107884,85898
Madhya Pradesh,1999,Wheat,41716,31860
Madhya Pradesh,1999,Onion,170,1920
Madhya Pradesh,1999,Potato,193,1375
Madhya Pradesh,2000,Jowar,165,82
Madhya Pradesh,2000,Rice,102010,35294
Madhya Pradesh,2000,Wheat,23442,9133
Madhya Pradesh,2000,Onion,176,2587
Madhya Pradesh,2001,Jowar,242,228
Madhya Pradesh,2001,Rice,109899,82824
Madhya Pradesh,2001,Wheat,30715,26454
Madhya Pradesh,2001,Onion,175,2573
Madhya Pradesh,2001,Potato,143,1309
Madhya Pradesh,2002,Jowar,164,125
Madhya Pradesh,2002,Rice,109462,61210
Madhya Pradesh,2002,Wheat,29240,22622
Madhya Pradesh,2002,Onion,193,2727
Madhya Pradesh,2002,Potato,166,1372
Madhya Pradesh,2002,Tomato,236,0
Madhya Pradesh,2003,Jowar,202,199
Madhya Pradesh,2003,Rice,112551,88553
Madhya Pradesh,2003,Wheat,30544,26780
Madhya Pradesh,2003,Onion,221,3363
